,reviews_rating,user_sentiment,reviews_text
21492,1,Positive,"I loved the original formula. My hair was moisturized and shiny when I used it, most importantly the hold was firm but not crunchy. I used the new formula thinking that the bottle was redesigned. I noticed a difference in the formula too when my hair started to frizz. The scent was too much to bear and there was flaking!!! I never experienced flaking with this gel before. Now I must find a new gel or make my own flax seed gel."
21494,1,Positive,"I have been using your product for many years, I have very thick course hair, the old formula was the only product that would hold my hair in place (all day). It also allowed me to have the wet or dry look and the smell of the gel was great! I tried the new formula and I could not wait to get home from my night out the wash the gel out of my hair, the smell was AWFUL! Please listen to your core customers and bring back the old formula! Please!!!"
21495,1,Positive,"I agree with all the other reviewers. We all probably started using the Exxtra Gel because the others didn't hold as well. The new formula is like the other gels that just don't hold. To make it even worse, they added a fragrance that smells like you are constantly breathing in hairspray. If I try to use more gel to get more hold, it is difficult to breathe because of the fragrance. I'm not exagerating. Please bring back an Exxtra Classic version."
21496,1,Positive,"I am in total agreement. I have been using this product for over 20 years. The new formula is watery, has no hold and is too fragrant. I can live with the fragrance but I cannot live with the lack of performance. I do hope they reconsider and go back to the old formula or at least a mix of the 2. As far as im concerned, this product is useless for my hair type. Hoping to find a replacement. Any suggestions would be greatly appreciated :)"
21498,1,Positive,Please bring back the old formula. Several women in my household used it for decades and it worked on every hair type.
21500,1,Positive,"I'm a little late to the party, but like many others have been very disappointed with the new formula for the Exxtra Gel. I had used the older formula for 5-10 years and was very happy with it. The new version has a heavy scent and doesn't hold my hairstyle as well. I'm using it only because it is time consuming and expensive to find a replacement. Would much prefer the old formula be reintroduced."
21502,1,Positive,"old formula was such a great product, not sure why it needed to be changed. Please bring the old formula back."
21503,1,Positive,"If you bring back the old formula, I can GUARANTEE/PROMISE you, Nexxus, that I will buy YOUR hair gel, and NOBODY else's. The old formula was the BEST on the market ...period. As long as you sell it, I will buy it. I will not buy this new formula again, once was enough. Please bring the old formula back."
21505,1,Positive,I loved the old Exxtra Gel. I used it for years and have always feared that I wouldn't be able to find it. It held my hair in place exactly as I desired all day. This new formula has an overwhelming smell. And it holds your hair for about 15 minutes. I may as well put water through my hair. I have read review after review on this new formula which agree with me. Please go back to the original formula. Nexxus has lost my business.
21506,1,Positive,I totally agree with the hundreds of others who are extremely dissatisfied with the new formula and smell of what used to be the best hair gel on the market. I have been using this gel for 30+ years so why change it now! Nothing works like this one did. Please go back to the old formula!!! And please get rid of the horrid smell!
21507,1,Positive,My husband and sons have used the old gel for the last 10 years and it is the only product that has worked for their style and hair texture. They are extremely particular about their hair and it has worked for all 3 of them - in addition to the many I have spent over the years on it. The new formula smells AWFUL my hubby is constantly complaining his head now itches ..... PLEASE bring back the old formula - NEXXUS - I do not think you did well on your market research - men use this product and do not want to smell like a rose ... If you do not plan - can you let us know where to buy the original non scented formula.
21508,1,Positive,"I have used Exxtra Gel since 1988 and it WAS the best gel on the market until earlier in 2015 when you made the mistake of re-formulating it. It is thinner in consistency and doesn't hold nearly as well as the previous formula. Now about the new scent, it is the most horrible smell you could have ever invented! Consider the fact that just as many men use your gel as women do, besides you don't need to add fragrance to styling gel. Men use cologne and women perfume. I have been using gel from one of your competitors, but if you restore your exxtra gel to the previous formula I will return to Nexxus."
21509,1,Positive,I have used Exxtra Gel for about 20 years. I don't know why you changed a product that was superior from every other gel on the market. The new scent is irritating to my eyes and the hold is not as strong. I have very thick and curly hair and nothing was better than the old Exxtra Gel. I used to get compliments on my curls all the time and friends would always ask me what gel I was using because my hair looked so amazing. This gel is not doing the job and I'm looking for alternatives. It looks like I am not the only one that is upset here. Please reconsider bringing back the Exxtra Gel that we all love! Please!
21514,1,Positive,"I have been using Nexxus products for a long time. I have long curly hair and finding the right product makes my life easier. For years I've used the Exxtra gel... I've sent so many people to the product. Recently I noticed a package change (which I think looks great). However it's not only a package change, the gel itself is completely different. It's not remotely close to what it was. The hold is weak, my curls frizz... even the application is difficult.. the gel clumps up while putting it on. My only hope is Nexxus will change back! I'm now on the hunt to find a new gel that works."
21515,1,Positive,"I have also used only Nexxus products for the last 20 years for all my hair care needs (I.e. Therappe, Diametress, Humectress etc.) including Exxtra Gel but sadly I am extremely disappointed with the new formula. I am OK with the smell but nothing more. It does NOT hold my curly hair at all, as a matter of fact it feels like watery alcohol. I am dreading going on a hunt to find a new gel that will hold my hair like your old formula but sadly will have to. I think it would be a good idea to take into account just how many long time users are complaint about your new formula. :("
21517,1,Positive,"Instead of asking me to contact customer service (unless you have a secret back stock of the old formula) please explain why you changed a product that worked well. I can only assume it's cheaper to produce this watery mess. This stuff doesn't hold anything. The search begins unless you can tell us when you plan to bring back the old. Even Coke admitted their error and they seem to be doing ok. It's obvious to all (and hopefully you by now) that this stuff is junk so the sooner you cut your losses, the less time loyal customers will have to find a permanent replacement."
21518,1,Positive,"I have used Nexxus EXXTRA Gel for years, but it is time to find a new gel if you don't bring back the original formula. I don't like the smell of the new formula and it doesn't hold as well as the old formula. Not to mention, the old formula was the only gel I have been able to find that I was able to get it wet and style my hair again later in the day. I won't buy another Nexxus product if this new formula is all you are going to sell going forward. And I only gave 1 star because you have to select at least one."
21519,1,Positive,"I have been a loyal user of Nexxus Exxtra Gel for 20+ years. I loved it!! I would get compliments on my hair all the time and I have recommended it many times over the years. Nexxus, why did you change a good thing!! The new formula is thinner, has dried out my hair, does not control frizz at all and smells horribly like rubbing alcohol. I feel like I am using hand sanitizer on my hair!! Sadly, I am desperately searching for a new product to use on my hair. The only way I would purchase this product again is if you brought back your old formula."
21521,1,Positive,"Like most other people on this thread, I too have been using this gel for years and it was the most perfect thing for my super curly, super thick hair. No other product has ever even come close to it. WHY, OH WHY would you go and change it! It's AWFUL now! It smells horrible, it's so thin and watery feeling on my hair and my hair is a frizzy mess once it dries with this gel in in. The old gel formula used to keep my curls beautiful, together and soft for at least two days! PLEASE PLEASE PLEASE, I'm begging you to bring back the old formula!"
21523,1,Positive,"I have always used used Nexxus products the Exxtra gel for over 20 years. I always loved the way it used to smell hold, so nice to the touch so fragrant to the nose. Why change something that's already perfect Please bring back the old formula there is nothing else available like it. I have resorted to buying out old stock thru ebay as this was a big part of my daily regimen sadly its gone now...The new Professional version is not the same the scent is overpowering like an old ladies perfume. -PLEASE BRING BACK THE ORIGINAL"
21524,1,Positive,"I have used the NEXXUS Extra Hold Gel for years (black cap). The replacement product in the platinum tube is a different formula and not nearly as effective - hold, and sheen. Will the old formula be available I am unable to find a suitable replacement."
21525,1,Positive,When Nexxus reformulated the new formula I had hopes that they had heard their customers. Unfortunately they fell short again with their reformulated new product. I have been using their gel for years. It was excellent in every way. I just don't get it. Simply bring back the old formula. It would make many loyal customers VERY happy.
21526,1,Positive,Why change a product I have been buying and completely loyal to for something like 20 years. Please rush back the old formula. Can you not see the overwhelmingly poor ratings of the new formula Nothing else I have found has low fragrance and good hold. This is the New Coke of Nexxus.
21527,1,Positive,"Ive been using the EEXTRA GEL SUPERIOR HOLD Sculpting Gel for four years and loved it. When I got the new one I thought maybe it is just a new tube color but to my disappointment it was a completely new and definitely NOT improved product. I have thick dry curly hair and the original product made it look so nice and natural. I was always stopped by other curley women who wanted to know my secret. I would apply it on wet hair and twirl my curls. Once dried, the hair wasnt stiff like in other products and it really looked great for at least two days. The new products is hard to apply it doesnt sculpt and stays frizzy. I have to use a lot more to maintain some shape to the curls. Once it dries, my curls feel stiff and they look dead and lackluster. I am so disappointed. Why did Nexus feel the need to change a good product I loved it. I didnt even mention the yucky smell because that is the least of my problems. I wont continue using this product that is for sure."
21528,1,Positive,"I have loved the Exxtra gel for about a decade, and I could sense that a change was coming with this gel quite some time ago. I thought it was being totally discontinued, so I rounded up every bottle I could find in the tan packaging and stock piled them. I was relieved to see Nexxus had released Exxtra gel in a shiny new package, and I promptly bought a few bottles online. My happiness changed forever when I realized that more than just the packaging had changed. Where had my beloved Exxtra gel gone The new formula does nothing for my frizz and curls, and to make matters worse the new scent is so overpowering! Nexxus should have specified on the packaging new formula when this was re-released...It is not the same gel, yet it boasts the same name. I will never buy this product again. I am now saving the rest of my tan Exxtra gel bottles for special occasions, and I'm now on the search for a new gel product all together. Such a shame."
21529,1,Positive,"I have always been a huge fan and advocate for Nessux gel and have been using it for more than 10 years. The New Formula has been a huge disappointment! I like the fact that it was a bit thicker and the scent is great, but the performance is far from the standard that the original Nexxus gel had set many years ago. The New Formula doesn't hold like it used to. After 2 hours my hair started losing its shape and style. The worst part of the New Formula is it flakes! I always love Nexxus gel for its ability to keep its shape through out the day and flake free! I remember days when I used to slept with Nexxus gel in my hair and woke up the next day, impress with how it still retain the shape of my hair without any flakes. I am writing this review to show how disappointed I am with the New Formula. I don't see myself ever using this product again at this rate."
21530,1,Positive,"Like a lot of other customers posts about this product, I do not like the change. I too have used this gel for years and loved it. I was hooked the 1st time I tried it. My hair is thick and naturally curly. I deal with a fair amount of frizz, a daily ordeal and nothing has helped like.Nexxus Gel. Now, I put your gel in my hair and as my hair dries it starts to feel like glue. Once my hair is dry, along with the feel of glue my hair feels like straw. I can't run my hand through my hair. I used to be able to get up the day after I washed my hair and add more gel to control any frizz. Now with the new gel when I try to put more gel in my hair, my hair feels like a stiff gluey mess. Stiff as straw and impossible to comb, even with a wide tooth comb. There's no shine, totally dull and lifeless. I was mortified some one might try to touch my hair. Really gross. I washed it out of my hair and never used it again. I've got half a tube and a full tube sitting in my closet, not being used! Please bring back your old gel! PLEASE!!!! Thank you"
21531,1,Positive,"I am a few months away from turning 50 and started using Nexxus Exxtra gel when I entered the military at age 18!!! Nexus Exxtra gel has been my/the ONLY gel that I have used or would use in more than 30 years...though the packaging has changed over the past 30+ years, the formula has ALWAYS remained true until now. Beleive me, it was perfect and you really should go back!!! The ORIGINAL formula was a great consistency to apply, superior hold, no flaking when combed out and absolutely no heavy build up....even after several days of use....NONE! My hair has always been important to me and my one TRIED and TRUE gel has changed. PLEASE change back.... When something is perfect, you don't change....read the hundreds and soon to be thousands of other reviews on this change.... Everyone hates the new stuff. I'm a 30 year veteran of your original product and hate the new stuff....you know it's not the same as soon as you apply it in your hands!"
21532,1,Positive,When Nexxus reformulated the new formula I had hopes that they had heard their customers. Unfortunately they fell short again with their reformulated new product. I have been using their gel for years. It was excellent in every way. I just don't get it. Simply bring back the old formula. It would make many loyal customers VERY happy.
21536,1,Positive,Why change a product I have been buying and completely loyal to for something like 20 years. Please rush back the old formula. Can you not see the overwhelmingly poor ratings of the new formula Nothing else I have found has low fragrance and good hold. This is the New Coke of Nexxus.
21538,1,Positive,I have been using Nexxus Exxtra gel for over a decade...until you changed the formula and fragrance. The new gel formula does not hold as well and the fragrance is HORRENDOUS!!! Your former loyal customer
21539,1,Positive,I have been using exxtra gel since 2000. My hair is huge and frizzy. I have tried every product under the sun and exxtra gel is always the winner. Now you have changed the formula and I can see that most are not happy. Please change it back. Please and thank you
21540,1,Positive,"SO SAD THEY CHANGED THE FORMULA, LOVED IT THE WAY IT WAS."
21542,1,Positive,Used nexus for years. Formula changed now. Much too light.
21544,1,Positive,bring back the old gel and hairspray!!!! please!!! please!!!
21546,1,Positive,"Nexxus, why did you change the Exxtra Gel It is a watered down version (seriously...I believe with my whole heart that you added water to the gel) of the older, MUCH BETTER Exxtra Gel. It was perfect for my curly hair, and now I am struggling to find a gel that works as well as the old Exxtra Gel. As other reviewers wrote, the new gel also smells very bad. Did you test this product before changing it"
21547,1,Positive,Uhh it really does hurt my feelings that they have changed the product then put professional on the label as if the quality is better. It is soooo hardddd to find something that works great with your hair and when u lose it and have to start the search over its beyond frustrating. With the new formula my curl is the same as if i used a dollar store gel and it smells bad. Id rather yaw bring back the old formula and charge us a couple dollars more if need be.
21548,1,Positive,"I've been using this product for all long as I can remember. It was a somewhat thick gel, with an unnoticeable fragrance that worked great with my curly hair. Now with the newly formulated product, the gel is watery, chemical smelling, and doesn't do anything to help the frizz or control my curls at all. I will be returning this product to the store and looking for a new brand. Please bring back the old formula!! I've been a loyal Nexxus user for a very long time and it makes me sad to have to find another product to use on my hair!"
21551,1,Positive,"The container seam has split open on the last two purchases about 1/2 way through the product, making it messy and difficult to use. I hope you will be able to correct the problem it is a real inconvenience."
21553,1,Positive,"I've been using exxtra gel since it came out 18,19 years ago and with the change I will not purchase it again looking for a new hair gel as we speak."
21554,1,Positive,So disappointed in the new formula. It gives my fine and body less hair no hold and leaves my hair filmy and flat. This product no longer works well when using a curling or flat iron. I want the old formula back. Why change a product that has worked great for years. So disappointed I bought two tubes of this as I didn't ever want to run out of the original product. I will be looking for something else. Please email me if you change the formula back to the original.
21558,1,Positive,I have used this gel for 20 years and always loved it. They recently changed the formula including the scent and it's horrible. . The hold is different. It's not as good. PLEASE BRING THE OLD GEL BACK.
21559,1,Positive,"Why on earth did you change the formula of the Nexxus Salon Hair Care Exxtra Gel, Superior Hold Not only does the new reformulation not have the same strong holding capacity as the old product, the fragrance is obnoxious and too powerful. My coworkers are all complaining about the smell, and it's causing them to sneeze!"
21562,1,Positive,"I have been using this gel for over 10 yrs, i have curly hair and the old gel made my culrs look great, never frizzy. The new formula is terrible, i have lots of frizz and my scalp is itchy. I'm looking for a new product, if anyone finds a great one please post."
21563,1,Positive,Nexxus has clearly taken this product to an overpriced and over scented cheap hair gel. Everything about it is worse.
21564,1,Positive,"What a disappointment with my recent purchase of Exxtra Gel! The formula changed. The first and only day I used it, I sneezed and had a runny nose all day. The fragrance is overpowering. The hold is not as good either. Why did you mess with perfection"
21565,1,Positive,"I have been using Nexxus EXXTRA Gel for year. I just bought one and its not the same. New formula has a strong perfume scent and it just dried my hair. I loved the old Nexxus Exxtra Gel, not this new one. They should of changed the packaging only. gelfail"
21567,1,Positive,"I have been using this product for a few years now and absolutely loved it. I went to the store to purchase more and found a different colored tube, I thought maybe you just changed the package look so I bought it. I went to use the new one a few days later and the smell is God awful!!! That was one of the main reasons why I had loved it because it didn't have a scent PLUS I just loved how it worked in my hair. Now what Really disgusted. Please bring back the old formula!!!"
21572,1,Positive,"I have been using this gel for over 10 years and I hate the new formula!!! I, like many of the other reviewers, are very unhappy with the new smell and way this product works. The smell is soooo strong and not in a good way!! My hair is so greasy now and my curls look horrible!! I've been spending all morning online researching new hair gel because I really don't want to use this new Nexxus gel any longer ( I'm really bummed out with this new change!!! Bring back the old gel!!!!!!!!!!!!!!!!"
21573,1,Positive,I have used the Exxtra Gel product for well over 15 years. The recent change and new formula is thinned out (low viscosity) and now has a heavy hair spray scent. You guys ruined a really great product. Sadly I'm looking to buy up all the remaining old formal I can find and then when I run out I'll look else where.
21574,1,Positive,"I have been using this product for almost 20 years and love it for my curly hair. But since the formula changed, it does not hold the curls and leaves my hair frizzy by the end of the day. Please please bring back the old formula!!!"
21575,1,Positive,"I am so sad that nexxus changed their extragel. I have been using this gel for approx 10 years, it is the ONLY gel I've used because it was so awesome. This new product is awful. It smells gross, feels sticky and cheap and just plain does not work - at all. I have no idea how I'm going to find a new product that works as well as the old extragel. Please nexxus, bring back the original extra gel!!"
21579,1,Positive,"I have been using Nexxus products for a long time. I have long curly hair and finding the right product makes my life easier. For years I've used the Exxtra gel... I've sent so many people to the product. Recently I noticed a package change (which I think looks great). However it's not only a package change, the gel itself is completely different. It's not remotely close to what it was. The hold is weak, my curls frizz... even the application is difficult.. the gel clumps up while putting it on. My only hope is Nexxus will change back! I'm now on the hunt to find a new gel that works."
21584,1,Positive,Not an effective gel when compared to Versastyler and Omnistyler.
21585,1,Positive,The old product was one of the best on the market. This product does not have many of the ingredients that helped build volume while smoothing. Nexxus really missed the boat on this one. Creating a product with fragrance seemed to be a priority over creating a product that delivers results.
21591,1,Positive,"I've been using the old formula for 30+ years. It was awesome. Bring it back! Meanwhile, I'm switching to another brand."
21593,1,Positive,I have been using Nexxus Exxtra Gel for YEARS and it was wonderful for my thick naturally curly hair. There was NO other product out there that worked as good as that one DID. I have tried just about every single brand and type of hair gel over the years and the old formula was the BEST. And since this change... I have yet to find any product that works to control my hair like the old product did. Why did you do this!! BRING BACK THE ORIGINAL FORMULA!!!!!
21594,1,Positive,I've used the old formula for as long as I can remember and loved it. This new stuff just doesn't come close. Change it back please
21596,1,Positive,"Just discovered that the gel I have used successfully for years is no longer available and the replacement contains a preservative - polyquaternium, to which I am allergic. This happened with a previous product I used. The formula was changed and I wondered why my face was turning red and itchy. After visits to the dermatologist I discovered quaternium was the culprit. There are surprising few hair products without this substance. Very disappointed that Nexxus has discontinued a perfectly good product - why"
21597,1,Positive,This new product doesn't hold and makes my hair frizzy.
21598,1,Positive,"I have naturally curly hair and finally found a wonderful product with the Nexxus Exxtra Gel many, many years ago. Recently, the formula has changed and the hold is terrible!! My hair is a mess and the gel offers no help. PLEASE bring back the old gel formula!!"
21599,1,Positive,Please bring back the old formula. Several women in my household used it for decades and it worked on every hair type.
21600,1,Positive,"old formula was such a great product, not sure why it needed to be changed. Please bring the old formula back."
21604,1,Positive,"The new formula is terrible...so oily and slick feeling!! Please go back to the old formula..I love the product, but have had to look else where to find something that compares to the old extra gel!!"
21607,1,Positive,The old formula was great. This product sucks. Bring back the old formula.
21608,1,Positive,I have been using Exxtra gel for more than 20 years and have been extremely happy with it. However this new formula has very little hold and I hate the strong smell. Why would you change a great thing Please bring back the old formula that deserves the name Exxtra.
21611,1,Positive,Used the original product for many years. I've tried the new version for several months and am giving up to look for an alternative. Really wish the old version could be revived or at least an explanation offered for the change. This no longer qualifies as an Extra Hold product in my book.
21612,1,Positive,"Never gave much thought about what I used to keep my hair in place over the years, I just used what my wife had around the house, as long as it wasn't greasy or smelly. So now on my own, as a widow, I used up what was always around over several years. I don't use much. Finally I had to replace the Nexxus Styling Gel, Pure Control Stylizer. I tried the revised Nexxus replacement product and had to throw it out. It was too greasy feeling and the smell was just to much. I hope you do bring back the prior formula, I haven't found a replacement, and one never knows what is missed until it isn't around anymore. And yes for me, this is a good problem to have most of my hair to deal with in my 70's. thx"
21613,1,Positive,"I have loved the Exxtra gel for about a decade, and I could sense that a change was coming with this gel quite some time ago. I thought it was being totally discontinued, so I rounded up every bottle I could find in the tan packaging and stock piled them. I was relieved to see Nexxus had released Exxtra gel in a shiny new package, and I promptly bought a few bottles online. My happiness changed forever when I realized that more than just the packaging had changed. Where had my beloved Exxtra gel gone The new formula does nothing for my frizz and curls, and to make matters worse the new scent is so overpowering! Nexxus should have specified on the packaging new formula when this was re-released...It is not the same gel, yet it boasts the same name. I will never buy this product again. I am now saving the rest of my tan Exxtra gel bottles for special occasions, and I'm now on the search for a new gel product all together. Such a shame."
21614,1,Positive,"If you bring back the old formula, I can GUARANTEE/PROMISE you, Nexxus, that I will buy YOUR hair gel, and NOBODY else's. The old formula was the BEST on the market ...period. As long as you sell it, I will buy it. I will not buy this new formula again, once was enough. Please bring the old formula back."
21616,1,Positive,"I have used Nexxus for years, I have fine hair, it was the best gel I had ever used. But no more, it is thin and smells like dish soap. The new tube does not make it any better. I wish I had known they were going to change it. I would have bought a boat load of the old gel."
21620,1,Positive,"I have used Nexxus EXXTRA Gel for years, but it is time to find a new gel if you don't bring back the original formula. I don't like the smell of the new formula and it doesn't hold as well as the old formula. Not to mention, the old formula was the only gel I have been able to find that I was able to get it wet and style my hair again later in the day. I won't buy another Nexxus product if this new formula is all you are going to sell going forward. And I only gave 1 star because you have to select at least one."
21622,1,Positive,I totally agree with the hundreds of others who are extremely dissatisfied with the new formula and smell of what used to be the best hair gel on the market. I have been using this gel for 30+ years so why change it now! Nothing works like this one did. Please go back to the old formula!!! And please get rid of the horrid smell!
21624,1,Positive,"2 out of 5 stars. Donald 2 months ago YOU CHANGED THE FORMULA.....NOT GOOD! Dear Nexxus: I have used your Exxtra Gel, Superior Hold for several years, sold in the tan colored tube. Within the last 6 months or so, the packaging has changed to the copper colored tube, and the gel is different as well. It is less thick and does not hold as well. I was in a store recently and managed to find the older version. It reaffirms my contention that this new formula is not as effective as the old one. Please bring it back!!! Yes, I recommend this product. Review photo 1 Photo This action will open a modal dialog. Review photo 1 QUALITY 2 out of 5 FRAGRANCE 3 out of 5 1 person found this review helpful.0 people did not find this review helpful. Helpful Yes 1 1 person found this review helpful. Click to agree.No 0 0 people did not find this review helpful. Click to agree.Report RESPONSE FROM NEXXUS: Anonymous Csr Services 2 months ago We very much appreciate our consumers feedback, and weve heard you that this product as reformulated - is not providing the best Nexxus experience. Were happy to note that we are tweaking the product and will have the improved/restored formulation back shortly."
21625,1,Positive,"I have used the old formula since 2003 and I was super happy with it. The new one is so bad and doesn't hold my hair. I had to start searching for different brands. If you don't want to loose all your consumers , bring the old gel back !!!!"
21627,1,Positive,"The new Exxtra Gel formula is awful. The old formula was by far the best offered in the market in terms of providing an extra long-lasting hold along with a wet look when desired. The new formula provides zero utility and smells offensive to boot with an undeniably far more powerful fragrance. PLEASE bring the old formula back. I saw Nexus responding in posts last month that an improved/restored formulation will be offered shortly. I really hope this comes to fruition. Although no competitor products I have recently tried come close to measuring up to the original formula, several are indeed superior to your new offering and will unfortunately become my go-to once my current supply of old Exxtra Gel is gone."
21630,1,Positive,The new formula is horrible......please bring back the old one!!!!
21633,1,Positive,"I have been using your sculpting gel for quite a few years now and found it really made a difference for my straight hair to hold a style. This new formulation in the pinkish bronze tube does nothing at all, has no hold to it. I do not recommend it for any hair type. So why did you change your formula, Nexxus"
21634,1,Positive,"Was disappointed when tried to purchase the usual Exxtra gel and saw they were out. I finally found it but noticed the packaging was different. Much to my surprise I found that they had changed the formula. I gave it a try and immediately notice that this was definitely not the same, nor was as good. First was the fragrance, the old had little to no smell to it, but this new one had too strong a smell. I don't want my hair product to have a scent, that is what cologne is for. My wife immediately commented to me that the scent bothered her. The next issue is that the feel, hold and and styling was not as good as before. It make my hair my hair feel soft after, but so did the original. Bottom line is I don't think this is as good a product as the original. Please bring the original formula back and soon. I loved the old product much better!"
21635,1,Positive,"I can no longer find the original Exxtra Gel - Superior Hold gel that I've been using for years, so I did try your new formula. I do not like it. I returned it. I find that the new formula does not hold as well as the original, and the new scent is way too strong! From your responses to the other disappointed reviews, I'm guessing that you will suggest I call your customer service number, which I will, but will Nexxus consider bringing the original formula back"
21639,1,Positive,Customer for 5 years / Found Alternative Product but would be Happy to become a Loyal Customer Again if the product is returned to its Original Formula.
21640,1,Positive,"Please bring back the old formula! I echo the voice of many here. I have used Exxtra Gel for many years. I have straight hair. The old formula helped style my hair and the shine could not be touched by any other brand. I too, would get many compliments. I will use it again. Please, please bring back the old formula. Do you have an ETA"
21642,1,Positive,"I have been using this sculpting gel for over 10 years and have always gotten compliments on how great my thick curly hair was. Strangers would literally stop me to compliment me on my hair and ask what products I use. I would ALWAYS reccomend Nexxus super hold sculpting gel as my must have product. Unfortunately, the formula has been changed and the new one is no where near the original. Since then, I have tried loads of other gels from ridiculously priced high end to drug store specials and have come up disappointed with all of them. Nothing is like the original sculpting gel. Apparently after seeing the overall response to this product, I am clearly not alone on this. I have a tiny bit left of the old formula that I use sparingly for special occasions, this is pathetic lol!! Please bring the old formula back!!!"
21644,1,Positive,"I do not know why you changed your extra gel, but it is not the same as the old kind with the other bottle. I have EXTREMELY curly hair and I used that for over 10 years and you all of a sudden you change it!!!!! Please bring it back. The new kind does NOT hold like the other!!!!!I am lost without it!!!!!!"
21646,1,Positive,Not nearly as good as before. The scent is not good. The gel seems runnier and does not hold as well. Just bring back the old formula!!!! I would switch back if I could get the old gel!!!! For now I have moved on to a better product.
21649,1,Positive,"The old gel is better, please it bring back. I don't like the smell of the new gel and it's too watery. A bottle of the old gel lasted for at least 2 weeks, the new gel 1 week."
21655,1,Positive,"I'm a little late to the party, but like many others have been very disappointed with the new formula for the Exxtra Gel. I had used the older formula for 5-10 years and was very happy with it. The new version has a heavy scent and doesn't hold my hairstyle as well. I'm using it only because it is time consuming and expensive to find a replacement. Would much prefer the old formula be reintroduced."
21658,1,Positive,The new formula does not hold like the old. It is greasy and smells bad. The old formula worked great so why change. Please bring back old formula!
21660,1,Positive,"I have probably been using Nexxus extra hold for a good 25 years. My favorite was when we could purchase the product in the pump which has been gone for some time now. Recently, I went to buy the renamed exxtra superior hold only to find out the product is discontinued What happened to my good old Nexxus Exxtra Hold gel that gave my hair the wet look and incredible hold The new gel is so potent in smell and just does not offer the same quality that I have become accustom to over the past few decades. Unfortunately it is time to look for an alternate product as the new regime of Nexxus gel's are no longer meeting my needs."
21662,1,Positive,I have used this gel for several years and loved it. The new formula's scent is awful and the gel doesn't hold my hair like the old formula. I will not buy another tube of this gel. I don't understand why it was changed in the first place.
21664,1,Positive,"The new product is a huge downgrade. The water and alcohol content cheapens the quality and the product, Please bring back the old product"
21665,1,Positive,I have been using this product for many years until recently the entire formula was changed. I am not happy with the new formula and I would like to know if I can purchase any of the old formula.
21668,1,Positive,Been using the old product for years and hands down best on the market. The new product is terrible and feels like you added slime to your hair. The old product was awesome and worked well. After application it dried and the hold was awesome and no flaking. Please discontinue the new product and go back to the old!!
21670,1,Positive,"I have been a loyal user of Nexxus Exxtra Gel for 20+ years. I loved it!! I would get compliments on my hair all the time and I have recommended it many times over the years. Nexxus, why did you change a good thing!! The new formula is thinner, has dried out my hair, does not control frizz at all and smells horribly like rubbing alcohol. I feel like I am using hand sanitizer on my hair!! Sadly, I am desperately searching for a new product to use on my hair. The only way I would purchase this product again is if you brought back your old formula."
21671,1,Positive,I have used the gel for 20 plus years...the new/revised product does not work nearly as well nor do I like the fragrance.
21672,1,Positive,"The new gel is no where near as good as the old gel. Perhaps its a financial decision to dilute the old gel and get 1.3 -1.5 more bottles out of one of the old thereby generating more revenue, OR perhaps its about a need for a new product yet not offering a market test Either way they DO need to bring the old one back. IN the alternative maybe Nexxus can offer the old gel for sale Online ONLY and see what the consumer preference is"
21673,1,Positive,"Like a lot of other customers posts about this product, I do not like the change. I too have used this gel for years and loved it. I was hooked the 1st time I tried it. My hair is thick and naturally curly. I deal with a fair amount of frizz, a daily ordeal and nothing has helped like.Nexxus Gel. Now, I put your gel in my hair and as my hair dries it starts to feel like glue. Once my hair is dry, along with the feel of glue my hair feels like straw. I can't run my hand through my hair. I used to be able to get up the day after I washed my hair and add more gel to control any frizz. Now with the new gel when I try to put more gel in my hair, my hair feels like a stiff gluey mess. Stiff as straw and impossible to comb, even with a wide tooth comb. There's no shine, totally dull and lifeless. I was mortified some one might try to touch my hair. Really gross. I washed it out of my hair and never used it again. I've got half a tube and a full tube sitting in my closet, not being used! Please bring back your old gel! PLEASE!!!! Thank you"
21675,1,Positive,"I loved the original formula. My hair was moisturized and shiny when I used it, most importantly the hold was firm but not crunchy. I used the new formula thinking that the bottle was redesigned. I noticed a difference in the formula too when my hair started to frizz. The scent was too much to bear and there was flaking!!! I never experienced flaking with this gel before. Now I must find a new gel or make my own flax seed gel."
21678,1,Positive,"I was a faithful costumer for 15+ years! My hair is now dry, curls are unrefined, frizzy, the smell is way toooo strong, please please bring back old formula!!!!"
21679,1,Positive,The original product was great! The new product does not even come close to holding the hair as the original did. The new fragrance is also not pleasant. PLEASE bring back the original Nexus Gel Exxtra!!!!!!!!!!
21680,1,Positive,I have used the old formula for almost 20 years the current product has less hold and it smells like a hospital antiseptic. Please bring the old formula back -- call it Classic Exxtra Hold or something.
21682,1,Positive,I was a faithful user of the original Gel I absolutely loved it but this new stuff is horrible whoever decided to change this should be fired!
21683,1,Positive,"I HAVE BEEN USING THE PREVIOUS GEL PRODUCT FOR YEARS AND WHEN I WENT TO PURCHASE A NEW ONE SINCE MINE RAN OUT , I BOUGHT THIS ONE I USED IT ONCE AND WITHIN 6 HOURS OF USING IT, I HAD TO REWASH MY HAIR BECAUSE I COULDN'T STAND THE SMELL! This review was collected as part of a promotion."
